cod_persona;genero;client_type;edad;tx_incomes_frec;net_login_frec;office_visit_frec;weeks_a_nomina;nomina_time
862;M;OFICINA;0.226666667;0;0.083102493;0.12244898;3;1
863;M;OFICINA;0.146666667;0;0.023743569;0.034985423;7;1
864;M;OFICINA;0.346666667;0;0.031163435;0.033163265;8;1
865;V;OFICINA;0.12;0;0.027700831;0.136054422;3;1
866;V;OFICINA;0.226666667;0.125;0.027700831;0.149659864;3;1
867;V;OFICINA;0.12;0;0.06232687;0.076530612;4;1
868;M;OFICINA;0.173333333;0.140625;0;0.048469388;8;1
869;V;OFICINA;0.08;0;0.083102493;0.367346939;1;1
870;V;OFICINA;0.053333333;0;0.00923361;0.02154195;18;1
871;V;OFICINA;0.186666667;0.09375;0.010387812;0.048469388;8;1
872;V;OFICINA;0.013333333;0.026785714;0.112781955;0.011661808;28;1
873;M;OFICINA;0.106666667;0.053571429;0;0.06122449;7;1
874;M;OFICINA;0.066666667;0.012931034;0.017193619;0.009852217;29;1
875;V;OFICINA;0.306666667;0;0;0.551020408;1;1
876;M;OFICINA;0.133333333;0.15;0;0.032653061;5;1
877;V;OFICINA;0.093333333;0;0;0.06122449;3;1
878;M;OFICINA;0.266666667;0;0;0.059183673;10;1
879;V;ONLINE;0.386666667;0;0;0;2;1
880;V;OFICINA;0.16;0;0.166204986;0.755102041;1;1
881;V;ONLINE;0.173333333;0;0.415512465;0;1;1
882;V;OFICINA;0.56;0;0.166204986;0.326530612;1;1
883;M;ONLINE;0.213333333;0;0.747922438;0;1;1
884;V;OFICINA;0.626666667;0;0;0.153061224;2;1
885;V;OFICINA;0.506666667;0.1875;0.249307479;0.068027211;6;1
886;V;ONLINE;0.093333333;0;0.997229917;0.102040816;2;1
887;V;OFICINA;0.053333333;0;0.083102493;0.183673469;2;1
888;M;OFICINA;0.44;0;0.016620499;0.026530612;10;1
889;V;OFICINA;0.12;0;0.166204986;0.285714286;1;1
890;V;OFICINA;0.146666667;0;0;0.102040816;1;1
891;V;ONLINE;0.133333333;0;0;0.017492711;7;1
892;M;OFICINA;0.133333333;0.5625;0.083102493;0.316326531;2;1
893;V;ONLINE;0.066666667;0;0.207756233;0.016326531;10;1
894;V;ONLINE;0.386666667;0;0;0;3;1
895;V;OFICINA;0.173333333;0;0;0.306122449;1;1
896;V;OFICINA;0.106666667;0;0.096952909;0.12585034;6;1
897;M;OFICINA;0.24;0.5;0.027700831;0.108843537;3;1
898;V;OFICINA;0.146666667;0.05;0;0.028571429;15;1
899;M;OFICINA;0.426666667;0;0.020775623;0.086734694;4;1
900;V;ONLINE;0.133333333;0.0625;0.013850416;0;6;1
901;V;ONLINE;0.306666667;0;0;0;2;1
902;V;ONLINE;0.306666667;0.0625;0.096952909;0.017006803;6;1
903;V;OFICINA;0.253333333;0.1875;0.096952909;0.102040816;6;1
904;V;OFICINA;0.08;0.041666667;0.055401662;0.142857143;9;1
905;M;ONLINE;0.106666667;0;0.207756233;0;2;1
906;V;ONLINE;0.106666667;0;0.083102493;0;1;1
907;V;ONLINE;0.16;0.0625;0.152354571;0;6;1
908;V;OFICINA;0.04;0;0.249307479;0.142857143;1;1
909;V;OFICINA;0.253333333;0.053571429;0.023743569;0.049562682;7;1
910;M;OFICINA;0.08;0.0625;0.055401662;0.183673469;6;1
911;V;OFICINA;0.186666667;0;0;0.142857143;1;1
912;M;ONLINE;0.16;0.0375;0.058171745;0.002040816;10;1
913;V;OFICINA;0.066666667;0;0.041551247;0.06122449;2;1
914;M;OFICINA;0.32;0;0.049861496;0.106122449;5;1
915;V;OFICINA;0.4;0;0.041551247;0.193877551;2;1
916;V;OFICINA;0.293333333;0.075;0.049861496;0.069387755;5;1
917;M;OFICINA;0.053333333;0;0.083102493;0.530612245;1;1
918;V;OFICINA;0.093333333;0;0;0.095238095;3;1
919;M;ONLINE;0.093333333;0.0625;0.013850416;0;6;1
920;M;OFICINA;0.12;0;0.00923361;0.031746032;9;1
921;M;OFICINA;0.52;0;0.041551247;0.023809524;6;1
922;V;OFICINA;0.386666667;0;0.083102493;0.285714286;1;1
923;V;ONLINE;0.146666667;0;0.019177498;0;13;1
924;V;ONLINE;0.133333333;0;0;0;4;1
925;M;OFICINA;0.213333333;0;0.166204986;0.306122449;1;1
926;M;OFICINA;0.466666667;0;0.016620499;0.040816327;5;1
927;V;ONLINE;0.133333333;0.046875;0.238919668;0.00255102;8;1
928;M;OFICINA;0.306666667;0;0.020775623;0.137755102;4;1
929;M;ONLINE;0.08;0.046875;0.145429363;0.066326531;8;1
930;M;OFICINA;0.253333333;0;0;0.132653061;4;1
931;V;OFICINA;0.413333333;0;0;0.063492063;9;1
932;V;OFICINA;0.08;0;0.020775623;0.12755102;4;1
933;M;OFICINA;0.266666667;0;0;0.346938776;1;1
934;M;OFICINA;0.56;0.053571429;0.023743569;0.081632653;7;1
935;V;OFICINA;0.093333333;0.0375;0;0.03877551;10;1
936;M;OFICINA;0.24;0;0;0.112244898;4;1
937;V;OFICINA;0.053333333;0;0.010387812;0.030612245;8;1
938;V;OFICINA;0.36;0;0.055401662;0.088435374;3;1
939;M;ONLINE;0.093333333;0;0.06232687;0;8;1
940;V;OFICINA;0.32;0.1875;0.315789474;0.042857143;10;1
941;V;OFICINA;0.266666667;0;0;0.142857143;3;1
942;M;OFICINA;0.013333333;0;0;0.018552876;11;1
943;V;OFICINA;0.093333333;0;0.249307479;0.265306122;1;1
944;V;OFICINA;0.12;0.375;0;0.163265306;1;1
945;V;OFICINA;0.066666667;0;0;0.353741497;3;1
946;V;OFICINA;0.533333333;0;0.041551247;0.418367347;2;1
947;M;OFICINA;0.2;0.321428571;0;0.250728863;7;1
948;M;OFICINA;0.053333333;0;0.055401662;0.115646259;3;1
949;V;OFICINA;0.093333333;0;0.083102493;0.081632653;2;1
950;V;OFICINA;0.426666667;0;0.052883405;0.031539889;11;1
951;M;ONLINE;0.28;0;0;0.030612245;2;1
952;V;OFICINA;0.386666667;0;0.166204986;0.306122449;1;1
953;V;ONLINE;0.386666667;0;0;0;1;1
954;M;OFICINA;0.306666667;0;0.207756233;0.081632653;2;1
955;V;OFICINA;0.093333333;0.15;0;0.044897959;5;1
956;V;ONLINE;0.24;0;0;0;1;1
957;M;OFICINA;0.36;0;0.083102493;0.489795918;1;1
958;V;OFICINA;0.293333333;0;0;0.153061224;2;1
959;V;OFICINA;0.186666667;0;0;0.387755102;1;1
960;M;OFICINA;0.133333333;0;0.033240997;0.048979592;5;1
961;M;OFICINA;0.506666667;0;0.249307479;0.346938776;1;1
962;V;OFICINA;0.44;0;0;0.020408163;1;1
963;M;ONLINE;0.106666667;0.25;0.156971376;0;9;1
964;M;OFICINA;0.293333333;0;0;0.102040816;1;1
965;V;OFICINA;0.093333333;0;0.020775623;0.081632653;4;1
966;M;ONLINE;0.093333333;0;0;0;1;1
967;M;OFICINA;0.133333333;0.075;0.132963989;0.069387755;5;1
968;V;OFICINA;0.12;0.125;0.166204986;0.224489796;3;1
969;V;OFICINA;0.08;0;0.249307479;0.12244898;1;1
970;M;OFICINA;0.24;0;0.166204986;0.163265306;1;1
971;V;OFICINA;0.373333333;0;0.033240997;0.13877551;5;1
972;V;OFICINA;0.226666667;0;0.166204986;0.571428571;1;1
973;M;OFICINA;0.36;0;0.083102493;0.285714286;1;1
974;V;OFICINA;0.093333333;0.1875;0.020775623;0.056122449;4;1
975;M;ONLINE;0.2;0.140625;0.051939058;0.045918367;8;1
976;M;OFICINA;0.413333333;0.09375;0.020775623;0.112244898;4;1
977;M;OFICINA;0.053333333;0.125;0.055401662;0.095238095;3;1
978;M;OFICINA;0.146666667;0.09375;0.083102493;0.158163265;4;1
979;V;OFICINA;0.213333333;0;0;0.118367347;5;1
980;V;OFICINA;0.24;0;0;0.102040816;3;1
981;M;OFICINA;0.546666667;0;0.002770083;0.01292517;31;0
982;V;OFICINA;0.573333333;0;0;0.008843537;31;0
983;M;OFICINA;0.92;0.0625;0;0.049659864;31;0
984;M;OFICINA;0.293333333;0.7625;0.645429363;0.048979592;31;0
985;M;OFICINA;0.706666667;0;0;0.010204082;31;0
986;M;OFICINA;0.2;0.1;0;0.037414966;31;0
987;V;OFICINA;0.146666667;0.15;0.008310249;0.070748299;31;0
988;V;OFICINA;0.213333333;0.0125;0.011080332;0.085714286;31;0
989;M;OFICINA;0.533333333;0;0;0.010204082;31;0
990;M;OFICINA;0.346666667;0.1375;0.099722992;0.006122449;31;0
991;M;OFICINA;0.653333333;0;0;0.015646259;31;0
992;V;OFICINA;0.546666667;0.025;0;0.085714286;31;0
993;M;OFICINA;0.56;0;0.005540166;0.012244898;31;0
994;V;ONLINE;0.293333333;0.075;0.207756233;0.006802721;31;0
995;V;OFICINA;0.653333333;0.0125;0;0.019727891;31;0
996;V;OFICINA;0.44;0;0.332409972;0.046258503;31;0
997;M;OFICINA;0.2;0;0.005540166;0.04829932;31;0
998;V;ONLINE;0.28;0.0125;0.002770083;0.003401361;31;0
999;V;OFICINA;0.773333333;0.0375;0.008310249;0.017687075;31;0
1000;M;OFICINA;0.706666667;0;0.002770083;0.014965986;31;0
1001;M;OFICINA;0.626666667;0;0.002770083;0.053061224;31;0
1002;M;OFICINA;0.413333333;0;0.013850416;0.031292517;31;0
1003;M;OFICINA;0.293333333;0.1;0.199445983;0.017687075;31;0
1004;V;OFICINA;0.08;0.1125;0.110803324;0.018367347;31;0
1005;M;OFICINA;0.186666667;0.0375;0.030470914;0.008163265;31;0
1006;V;OFICINA;0.426666667;0.0625;0.047091413;0.016326531;31;0
1007;V;OFICINA;0.16;0;0.008310249;0.019727891;31;0
1008;V;OFICINA;0.906666667;0;0;0.033333333;31;0
1009;V;ONLINE;0.373333333;0.05;0.011080332;0.001360544;31;0
1010;V;OFICINA;0.493333333;0.1;0.022160665;0.008843537;31;0
1011;V;OFICINA;0.466666667;0;0;0.040816327;31;0
1012;V;OFICINA;0.466666667;0.0625;0.005540166;0.028571429;31;0
1013;V;OFICINA;0.706666667;0.0125;0;0.019047619;31;0
1014;V;OFICINA;0.546666667;0.075;0.016620499;0.02585034;31;0
1015;V;OFICINA;0.4;0;0;0.002721088;31;0
1016;V;OFICINA;0.413333333;0;0.013850416;0.059183673;31;0
1017;M;OFICINA;0.533333333;0;0;0.021088435;31;0
1018;M;OFICINA;0.56;0;0;0.027210884;31;0
1019;M;OFICINA;0.266666667;0.0125;0.002770083;0.180272109;31;0
1020;V;OFICINA;0.04;0.05;0;0.008163265;31;0
1021;M;OFICINA;0.293333333;0;0.002770083;0.025170068;31;0
1022;V;OFICINA;0.68;0.025;0.022160665;0.047619048;31;0
1023;V;OFICINA;0.786666667;0.0125;0.002770083;0.025170068;31;0
1024;V;OFICINA;0.253333333;0;0.005540166;0.004761905;31;0
1025;V;ONLINE;0.293333333;0.05;0;0.000680272;31;0
1026;M;OFICINA;0.306666667;0.0375;0.069252078;0.053741497;31;0
1027;M;OFICINA;0.053333333;0.0625;0.074792244;0.046938776;31;0
1028;M;OFICINA;0.386666667;0;0.002770083;0.021768707;31;0
1029;V;ONLINE;0.28;0.075;0.058171745;0.003401361;31;0
1030;V;OFICINA;0.613333333;0.025;0;0.016326531;31;0
1031;M;OFICINA;0.146666667;0;0;0.01292517;31;0
1032;V;ONLINE;0.266666667;0.0625;0.030470914;0;31;0
1033;V;OFICINA;0.2;0.0125;0;0.046258503;31;0
1034;V;OFICINA;0.413333333;0.025;0.002770083;0.028571429;31;0
1035;V;OFICINA;0.6;0;0;0.023129252;31;0
1036;V;OFICINA;0.146666667;0.0125;0.008310249;0.021088435;31;0
1037;V;OFICINA;0.24;0.125;0;0.014965986;31;0
1038;V;OFICINA;0.226666667;0.05;0.28531856;0.013605442;31;0
1039;V;OFICINA;0.293333333;0.0625;0.011080332;0.023129252;31;0
1040;M;OFICINA;0.346666667;0.0875;0;0.003401361;31;0
1041;M;ONLINE;0.2;0.25;0.011080332;0.006122449;31;0
1042;M;OFICINA;0.6;0.0125;0.013850416;0.02244898;31;0
1043;M;OFICINA;0.506666667;0;0.005540166;0.010204082;31;0
1044;M;OFICINA;0.213333333;0;0.011080332;0.00952381;31;0
1045;V;OFICINA;0.573333333;0.0375;0;0.018367347;31;0
1046;V;ONLINE;0.28;0.0625;0.132963989;0.002721088;31;0
1047;M;OFICINA;0.386666667;0.025;0.013850416;0.013605442;31;0
1048;V;ONLINE;0.346666667;0.0125;0.008310249;0.004081633;31;0
1049;V;OFICINA;0.013333333;0.025;0.008310249;0.023809524;31;0
1050;M;OFICINA;0.413333333;0;0;0.014285714;31;0
1051;V;OFICINA;0.053333333;0;0.077562327;0.004761905;31;0
1052;M;OFICINA;0.026666667;0.075;0.074792244;0.029931973;31;0
1053;V;OFICINA;0.146666667;0.05;0.005540166;0.010884354;31;0
1054;M;OFICINA;0.426666667;0;0;0.001360544;31;0
1055;V;OFICINA;0.586666667;0;0.409972299;0.017687075;31;0
1056;M;OFICINA;0.08;0;0;0.015646259;31;0
1057;M;OFICINA;0.16;0.0875;0.033240997;0.011564626;31;0
1058;M;OFICINA;0.013333333;0;0;0.010204082;31;0
1059;M;OFICINA;0.026666667;0;0.013850416;0.018367347;31;0
1060;V;OFICINA;0.093333333;0.125;0.016620499;0.007482993;31;0
1061;M;OFICINA;0.293333333;0;0.002770083;0.011564626;31;0
1062;V;OFICINA;0.013333333;0;0.132963989;0.012244898;31;0
1063;M;OFICINA;0.76;0.075;0;0.021768707;31;0
1064;V;OFICINA;0.053333333;0;0.002770083;0.01292517;31;0
1065;V;OFICINA;0.866666667;0;0;0.023809524;31;0
1066;V;OFICINA;0.386666667;0;0;0.007482993;31;0
1067;M;OFICINA;0.16;0;0;0.014965986;31;0
1068;V;ONLINE;0.28;0.0375;0.047091413;0;31;0
1069;V;OFICINA;0.106666667;0;0;0.016326531;31;0
1070;M;OFICINA;0.133333333;0.0125;0.002770083;0.005442177;31;0
1071;M;OFICINA;0.84;0;0;0.019727891;31;0
1072;M;OFICINA;0.04;0.1625;0.119113573;0.005442177;31;0
1073;M;OFICINA;0.373333333;0;0;0.020408163;31;0
1074;M;OFICINA;0.36;0.025;0.038781163;0.006122449;31;0
1075;M;ONLINE;0.16;0;0.005540166;0.020408163;31;0
1076;M;OFICINA;0.08;0.025;0.027700831;0.006802721;31;0
1077;M;OFICINA;0.16;0;0;0.023809524;31;0
1078;M;OFICINA;0.32;0;0;0.023129252;31;0
1079;V;ONLINE;0.333333333;0.0625;0.038781163;0;31;0
1080;V;ONLINE;0.146666667;0;0.055401662;0;31;0
1081;V;OFICINA;0.266666667;0;0.002770083;0.025170068;31;0
1082;V;OFICINA;0.053333333;0.075;0.013850416;0.025170068;31;0
1083;V;OFICINA;0.333333333;0.05;0;0.00952381;31;0
1084;V;OFICINA;0.613333333;0.1;0.332409972;0.005442177;31;0
1085;V;OFICINA;0.266666667;0.1125;0;0.007482993;31;0
1086;V;OFICINA;0.293333333;0;0.005540166;0.00952381;31;0
1087;V;OFICINA;0.133333333;0;0.002770083;0.013605442;31;0
1088;M;OFICINA;0.92;0;0;0.010204082;31;0
1089;M;OFICINA;0.013333333;0;0.038781163;0.010204082;31;0
1090;V;OFICINA;0.906666667;0;0.005540166;0.02585034;31;0
1091;M;OFICINA;0.013333333;0.0375;0.030470914;0.011564626;31;0
1092;M;OFICINA;0.066666667;0;0;0.00952381;31;0
1093;M;OFICINA;0.08;0;0.002770083;0.008163265;31;0
1094;V;OFICINA;0.346666667;0.0125;0;0.015646259;31;0
1095;V;OFICINA;0.386666667;0.025;0;0.024489796;31;0
1096;M;OFICINA;0.48;0;0;0.021768707;31;0
1097;M;OFICINA;0.066666667;0.0125;0;0.008163265;31;0
1098;M;OFICINA;0.106666667;0;0.002770083;0.006802721;31;0
1099;V;OFICINA;0.16;0;0.008310249;0.025170068;31;0
1100;M;OFICINA;0.053333333;0.0125;0.008310249;0.017687075;31;0
1101;V;OFICINA;0.213333333;0;0.002770083;0.020408163;31;0
1102;M;OFICINA;0.12;0.0125;0.08033241;0.014965986;31;0
1103;V;OFICINA;0.106666667;0.175;0.005540166;0.038095238;31;0
1104;M;OFICINA;0.013333333;0;0;0.014965986;31;0
1105;V;OFICINA;0.213333333;0;0.027700831;0.048979592;31;0
1106;M;OFICINA;0.346666667;0;0.002770083;0.007482993;31;0
1107;M;OFICINA;0.12;0.0375;0;0.00952381;31;0
1108;V;OFICINA;0.226666667;0.05;0.030470914;0.04829932;31;0
1109;V;OFICINA;0.026666667;0.3625;0.008310249;0.008843537;31;0
1110;V;OFICINA;0.36;0;0;0.008843537;31;0
1111;M;OFICINA;0.106666667;0.05;0.202216066;0.021088435;31;0
1112;M;OFICINA;0.64;0.1;0.008310249;0.046258503;31;0
1113;V;OFICINA;0.146666667;0.1125;0.011080332;0.010204082;31;0
1114;M;OFICINA;0.066666667;0;0.002770083;0.006122449;31;0
1115;M;OFICINA;0.026666667;0;0;0.010884354;31;0
1116;M;OFICINA;0.173333333;0.0125;0.069252078;0.010204082;31;0
1117;M;ONLINE;0.666666667;0.0125;0.005540166;0.010204082;31;0
1118;M;OFICINA;0.053333333;0;0;0.010204082;31;0
1119;V;OFICINA;0.066666667;0;0.002770083;0.011564626;31;0
1120;M;OFICINA;0.973333333;0.0125;0;0.020408163;31;0
1121;V;OFICINA;0;0;0;0.016326531;31;0
1122;M;OFICINA;0.386666667;0.025;0.127423823;0.013605442;31;0
1123;M;OFICINA;0.093333333;0.1;0.005540166;0.007482993;31;0
1124;V;OFICINA;0.066666667;0.0125;0.210526316;0.004761905;31;0
1125;V;OFICINA;0.373333333;0.0125;0.005540166;0.017687075;31;0
1126;V;OFICINA;0.413333333;0.1125;0.16066482;0.003401361;31;0
1127;V;OFICINA;0.32;0.075;0.088642659;0.051020408;31;0
1128;M;OFICINA;0.2;0.0125;0.011080332;0.01292517;31;0
1129;M;ONLINE;0.546666667;0;0;0.010884354;31;0
1130;V;OFICINA;0.853333333;0.0125;0.102493075;0.018367347;31;0
1131;V;OFICINA;0.36;0.0875;0.011080332;0.011564626;31;0
1132;M;OFICINA;0.453333333;0;0;0.025170068;31;0
1133;V;OFICINA;0.48;0;0.016620499;0.019727891;31;0
1134;V;ONLINE;0.28;0.1125;0.091412742;0.02585034;31;0
1135;V;OFICINA;0.2;0;0;0.01292517;31;0
1136;M;OFICINA;0.186666667;0.125;0.002770083;0.042857143;31;0
1137;M;OFICINA;0.013333333;0;0;0.010204082;31;0
1138;V;OFICINA;0.586666667;0.1125;0.049861496;0.012244898;31;0
1139;M;ONLINE;0.146666667;0.0375;0.019390582;0.001360544;31;0
1140;V;OFICINA;0.04;0;0;0.011564626;31;0
1141;V;OFICINA;0.12;0.0875;0.096952909;0.016326531;31;0
1142;M;OFICINA;0.626666667;0.05;0;0.031972789;31;0
1143;V;OFICINA;0.2;0;0.005540166;0.006122449;31;0
1144;M;OFICINA;0.413333333;0;0;0.01292517;31;0
1145;M;OFICINA;0.133333333;0.0375;0.013850416;0.006122449;31;0
1146;M;OFICINA;0.053333333;0.0125;0;0.013605442;31;0
1147;V;OFICINA;0.293333333;0.125;0.110803324;0.083673469;31;0
1148;M;ONLINE;0.453333333;0.0125;0.008310249;0.001360544;31;0
1149;M;OFICINA;0;0.1;0;0.012244898;31;0
1150;V;OFICINA;0.026666667;0;0.005540166;0.012244898;31;0
1151;M;OFICINA;0.013333333;0;0;0.004761905;31;0
1152;M;OFICINA;0.6;0;0;0.025170068;31;0
1153;V;OFICINA;0.32;0;0;0.017006803;31;0
1154;M;OFICINA;0.093333333;0;0.094182825;0.014965986;31;0
1155;V;ONLINE;0.053333333;0.0125;0.027700831;0.003401361;31;0
1156;V;ONLINE;0.493333333;0.0875;0.102493075;0.012244898;31;0
1157;V;OFICINA;0.2;0;0.16066482;0.063945578;31;0
1158;V;OFICINA;0.013333333;0.0125;0.011080332;0.008163265;31;0
1159;M;OFICINA;0.026666667;0;0;0.018367347;31;0
1160;M;OFICINA;0.053333333;0.0375;0.072022161;0.011564626;31;0
1161;V;OFICINA;0.546666667;0;0;0.021088435;31;0
1162;M;OFICINA;0.226666667;0;0;0.010204082;31;0
1163;V;OFICINA;0.453333333;0;0;0.019047619;31;0
1164;M;OFICINA;0.053333333;0.1125;0.055401662;0.013605442;31;0
1165;V;OFICINA;0.133333333;0;0.011080332;0.015646259;31;0
1166;V;OFICINA;0.653333333;0;0.002770083;0.023809524;31;0
1167;V;OFICINA;0.04;0;0;0.012244898;31;0
1168;V;OFICINA;0.52;0.0125;0.013850416;0.016326531;31;0
1169;M;OFICINA;1;0.0125;0;0.014285714;31;0
1170;V;OFICINA;0.533333333;0;0;0.017006803;31;0
1171;V;OFICINA;0.186666667;0.0375;0.174515235;0.026530612;31;0
1172;M;OFICINA;0.026666667;0.0125;0;0.008163265;31;0
1173;V;OFICINA;0.56;0;0.005540166;0.00952381;31;0
1174;M;OFICINA;0.12;0.05;0.008310249;0.014965986;31;0
1175;V;OFICINA;0.026666667;0.0625;0.013850416;0.01292517;31;0
1176;M;OFICINA;0.36;0;0;0.005442177;31;0
1177;V;OFICINA;0.493333333;0;0;0.00952381;31;0
1178;V;OFICINA;0.493333333;0;0.005540166;0.010884354;31;0
1179;V;OFICINA;0.386666667;0.0375;0.174515235;0.006122449;31;0
1180;M;OFICINA;0.026666667;0;0.005540166;0.011564626;31;0
1181;M;OFICINA;0.64;0.075;0;0.019047619;31;0
1182;V;OFICINA;0.52;0;0.008310249;0.049659864;31;0
1183;V;OFICINA;0.493333333;0;0;0.063265306;31;0
1184;M;OFICINA;0.026666667;0;0;0.00952381;31;0
1185;M;OFICINA;0.36;0;0.005540166;0.006802721;31;0
1186;V;OFICINA;0.453333333;0.0625;0.002770083;0.014965986;31;0
1187;V;OFICINA;0.013333333;0.1375;0;0.005442177;31;0
1188;M;OFICINA;0.226666667;0.15;0.022160665;0.046258503;31;0
1189;V;ONLINE;0.466666667;0.0875;0.008310249;0.018367347;31;0
1190;V;ONLINE;0.093333333;0.0625;0;0;31;0
1191;M;OFICINA;0.026666667;0.0375;0.32132964;0.013605442;31;0
1192;V;OFICINA;0.106666667;0;0.005540166;0.031972789;31;0
1193;V;ONLINE;0.6;0;0.005540166;0.013605442;31;0
1194;M;OFICINA;0.093333333;0.025;0.005540166;0.017687075;31;0
1195;M;OFICINA;0.066666667;0;0.157894737;0.02585034;31;0
1196;V;OFICINA;0.226666667;0;0;0.01292517;31;0
1197;V;OFICINA;0.56;0;0.12465374;0.046938776;31;0
1198;V;OFICINA;0.013333333;0.0375;0.019390582;0.013605442;31;0
1199;M;OFICINA;0.4;0;0;0.013605442;31;0
1200;M;OFICINA;0.333333333;0.0125;0.022160665;0.025170068;31;0
1201;V;OFICINA;0.56;0;0;0.006122449;31;0
1202;V;ONLINE;0.253333333;0.0875;0.088642659;0;31;0
1203;V;OFICINA;0.106666667;0;0.005540166;0.012244898;31;0
1204;V;OFICINA;0.186666667;0;0.102493075;0.00952381;31;0
1205;V;OFICINA;0.066666667;0.0875;0.019390582;0.010204082;31;0
1206;M;OFICINA;0.133333333;0.0125;0.005540166;0.015646259;31;0
1207;M;OFICINA;0.066666667;0;0;0.007482993;31;0
1208;M;OFICINA;0.346666667;0;0;0.013605442;31;0
1209;V;ONLINE;0.226666667;0.075;0.235457064;0.001360544;31;0
1210;M;OFICINA;0.04;0.2625;0.002770083;0.010204082;31;0
1211;V;OFICINA;0.493333333;0;0.130193906;0.011564626;31;0
1212;M;OFICINA;0.293333333;0.0125;0.005540166;0.023129252;31;0
1213;M;OFICINA;0.013333333;0.0125;0.005540166;0.005442177;31;0
1214;V;OFICINA;0.44;0.0125;0.002770083;0.00952381;31;0
1215;M;OFICINA;0.386666667;0.025;0.055401662;0.03537415;31;0
1216;M;OFICINA;0.053333333;0;0.002770083;0.006802721;31;0
1217;V;OFICINA;0.04;0.025;0.002770083;0.012244898;31;0
1218;M;OFICINA;0.2;0;0.002770083;0.010884354;31;0
1219;M;OFICINA;0.186666667;0.05;0.207756233;0.048979592;31;0
1220;M;OFICINA;0.386666667;0;0.002770083;0.044217687;31;0
1221;V;OFICINA;0.013333333;0.075;0;0.010884354;31;0
1222;M;OFICINA;0.093333333;0;0;0.008843537;31;0
1223;V;ONLINE;0.053333333;0.0375;0.008310249;0.008843537;31;0
1224;V;OFICINA;0.08;0;0.005540166;0.00952381;31;0
1225;V;OFICINA;0.026666667;0;0.016620499;0.005442177;31;0
1226;V;OFICINA;0.2;0;0;0.018367347;31;0
1227;V;OFICINA;0.32;0;0.002770083;0.013605442;31;0
1228;M;OFICINA;0.386666667;0;0.022160665;0.013605442;31;0
1229;V;OFICINA;0.2;0;0;0.018367347;31;0
1230;V;OFICINA;0.013333333;0.1625;0.013850416;0.049659864;31;0
1231;M;ONLINE;0.306666667;0.05;0.002770083;0.000680272;31;0
1232;V;OFICINA;0.266666667;0;0.002770083;0.018367347;31;0
1233;V;OFICINA;0.426666667;0;0;0.014965986;31;0
1234;M;OFICINA;0.053333333;0;0;0.023129252;31;0
1235;V;OFICINA;0.026666667;0;0.002770083;0.015646259;31;0
1236;V;OFICINA;0.146666667;0.1125;0.041551247;0.012244898;31;0
1237;M;OFICINA;0.12;0.0625;0.008310249;0.008163265;31;0
1238;M;ONLINE;0.013333333;0.275;0.019390582;0.012244898;31;0
1239;M;OFICINA;0.133333333;0.0375;0.002770083;0.015646259;31;0
1240;V;OFICINA;0.026666667;0.0125;0.096952909;0.008163265;31;0
1241;M;OFICINA;0.56;0;0.013850416;0.034693878;31;0
1242;V;OFICINA;0.306666667;0;0.005540166;0.011564626;31;0
1243;M;OFICINA;0.186666667;0.0125;0;0.006802721;31;0
1244;M;OFICINA;0.626666667;0.075;0.199445983;0.038095238;31;0
1245;V;OFICINA;0.08;0.0125;0;0.015646259;31;0
1246;M;OFICINA;0.16;0;0.11634349;0.01292517;31;0
1247;V;OFICINA;0.013333333;0;0.033240997;0.006122449;31;0
1248;V;OFICINA;0.146666667;0;0.04432133;0.031972789;31;0
1249;V;OFICINA;0.133333333;0.05;0;0.011564626;31;0
1250;M;OFICINA;0.546666667;0.0375;0.008310249;0.015646259;31;0
1251;V;OFICINA;0.066666667;0;0;0.02585034;31;0
1252;M;ONLINE;0.106666667;0.1;0.03601108;0;31;0
1253;V;OFICINA;0.306666667;0.0125;0;0.024489796;31;0
1254;M;OFICINA;0.16;0.0125;0;0.015646259;31;0
1255;V;OFICINA;0.253333333;0;0;0.016326531;31;0
1256;M;OFICINA;0.506666667;0;0.343490305;0.060544218;31;0
1257;M;OFICINA;0.133333333;0;0.005540166;0.006122449;31;0
1258;M;OFICINA;0.013333333;0;0.005540166;0.006122449;31;0
1259;V;OFICINA;0.053333333;0;0;0.008843537;31;0
1260;M;OFICINA;0.12;0;0.002770083;0.006122449;31;0
1261;M;OFICINA;0.386666667;0.0125;0;0.011564626;31;0
1262;V;OFICINA;0.173333333;0.0125;0;0.01292517;31;0
1263;V;OFICINA;0.346666667;0;0;0.017006803;31;0
1264;M;OFICINA;0.28;0.1125;0.002770083;0.019047619;31;0
1265;V;OFICINA;0.16;0.0625;0.002770083;0.02585034;31;0
1266;M;OFICINA;0.013333333;0.0375;0.005540166;0.008843537;31;0
1267;V;OFICINA;0.586666667;0;0.024930748;0.023129252;31;0
1268;M;OFICINA;0.026666667;0.0125;0.008310249;0.011564626;31;0
1269;M;OFICINA;0.2;0.0375;0.005540166;0.023809524;31;0
1270;V;OFICINA;0.066666667;0.0875;0.049861496;0.008163265;31;0
1271;M;OFICINA;0.093333333;0;0;0.017687075;31;0
1272;V;OFICINA;0.066666667;0;0.002770083;0.011564626;31;0
1273;M;OFICINA;0.24;0;0;0.010204082;31;0
1274;M;OFICINA;0.026666667;0.0375;0.005540166;0.014285714;31;0
